year,month,Market retrun,Risk-Free Return,Excess Return,Small-Minus-Big,High-Minus-Low,Momentum Factor
,,,Rate (One Month,on the Market,Return,Return,
,,,Treasury Bill,,,,
,,,Rate),,,,
1926,7,0.0284,0.0022,0.0262,-0.0216,-0.0292,.
1926,8,0.0281,0.0025,0.0256,-0.0149,0.0488,.
1926,9,0.0059,0.0023,0.0036,-0.0138,-0.0001,.
1926,10,-0.0311,0.0032,-0.0343,0.0004,0.0071,.
1926,11,0.0275,0.0031,0.0244,-0.0024,-0.0031,.
1926,12,0.0305,0.0028,0.0277,-0.0001,-0.001,.
1927,1,0.0014,0.0025,-0.0011,-0.003,0.0479,0.0023
1927,2,0.0458,0.0026,0.0432,-0.0024,0.0335,-0.0153
1927,3,0.0062,0.003,0.0032,-0.0187,-0.0258,0.0322
1927,4,0.0066,0.0025,0.0041,0.0029,0.0095,0.0428
1927,5,0.0569,0.003,0.0539,0.0153,0.0507,0.0333
1927,6,-0.0204,0.0026,-0.023,0.0065,-0.0204,0.0064
1927,7,0.0757,0.003,0.0727,-0.0354,-0.0086,0.0399
1927,8,0.027,0.0028,0.0242,-0.0075,-0.0414,0.0132
1927,9,0.049,0.0021,0.0469,-0.0344,-0.0108,0.0163
1927,10,-0.0419,0.0025,-0.0444,0.0204,-0.0445,-0.0134
1927,11,0.0687,0.0021,0.0666,0.0256,-0.0002,-0.0048
1927,12,0.0237,0.0022,0.0215,0.0106,-0.0073,0.0309
1928,1,-0.0035,0.0025,-0.006,0.044,-0.0132,-0.0023
1928,2,-0.0144,0.0033,-0.0177,-0.0196,-0.0063,-0.0135
1928,3,0.0909,0.0029,0.088,-0.0024,-0.0141,0.0499
1928,4,0.0432,0.0022,0.041,0.0408,0.0342,-0.0404
1928,5,0.0184,0.0032,0.0152,0.0306,-0.037,0.0178
1928,6,-0.0453,0.0031,-0.0484,-0.0359,0.0007,0.0203
1928,7,0.0101,0.0032,0.0069,-0.0163,-0.0007,0.0242
1928,8,0.0696,0.0032,0.0664,-0.0214,-0.0212,0.0392
1928,9,0.0314,0.0027,0.0287,0.0177,0.0135,0.0403
1928,10,0.0188,0.0041,0.0147,0.0271,-0.0263,0.0438
1928,11,0.1213,0.0038,0.1175,-0.022,0.033,0.0134
1928,12,0.0053,0.0006,0.0047,-0.0109,-0.0002,0.0159
1929,1,0.0521,0.0034,0.0487,-0.028,-0.0175,0.0216
1929,2,-0.0002,0.0036,-0.0038,0.0087,0.0094,0.0312
1929,3,-0.008,0.0034,-0.0114,-0.0436,0.01,-0.0061
1929,4,0.0168,0.0036,0.0132,-0.0082,0.0046,0.0205
1929,5,-0.0591,0.0044,-0.0635,-0.0709,0.0071,-0.026
1929,6,0.0997,0.0052,0.0945,-0.0174,-0.0248,0.0928
1929,7,0.0453,0.0033,0.042,-0.0438,0.0199,0.0341
1929,8,0.0856,0.004,0.0816,-0.0879,-0.0049,0.0571
1929,9,-0.05,0.0035,-0.0535,0.0142,-0.0112,0.0157
1929,10,-0.1955,0.0046,-0.2001,-0.0377,0.0895,0.0405
1929,11,-0.1233,0.0037,-0.127,-0.022,0.047,-0.0091
1929,12,0.018,0.0037,0.0143,-0.0463,0.0025,0.039
1930,1,0.0566,0.0014,0.0552,0.0446,-0.0229,-0.0458
1930,2,0.0277,0.003,0.0247,0.007,-0.0055,0.0098
1930,3,0.075,0.0035,0.0715,0.0371,0.0037,-0.0426
1930,4,-0.0209,0.0021,-0.023,-0.0067,-0.0196,0.0344
1930,5,-0.0133,0.0026,-0.0159,-0.0178,-0.0157,0.0011
1930,6,-0.1579,0.0027,-0.1606,-0.0333,0.0211,0.0639
1930,7,0.0397,0.002,0.0377,0.0056,-0.0254,-0.0269
1930,8,0.0041,0.0009,0.0032,-0.0213,-0.0088,0.036
1930,9,-0.124,0.0022,-0.1262,-0.0217,-0.0445,0.1178
1930,10,-0.087,0.0009,-0.0879,-0.0102,-0.0061,0.0695
1930,11,-0.026,0.0013,-0.0273,0.0223,-0.029,-0.0119
1930,12,-0.0784,0.0014,-0.0798,-0.0497,-0.0501,0.1358
1931,1,0.0625,0.0015,0.061,0.0379,0.0756,-0.1003
1931,2,0.1094,0.0004,0.109,0.0271,0.0222,-0.1449
1931,3,-0.064,0.0013,-0.0653,0.028,-0.0308,0.0942
1931,4,-0.0985,0.0008,-0.0993,-0.0487,-0.0339,0.1146
1931,5,-0.1329,0.0009,-0.1338,0.0585,-0.0631,0.0923
1931,6,0.138,0.0008,0.1372,-0.0566,0.1058,-0.1744
1931,7,-0.065,0.0006,-0.0656,0.0182,-0.0376,0.0801
1931,8,0.0023,0.0003,0.002,-0.0114,-0.0247,-0.0386
1931,9,-0.2901,0.0003,-0.2904,0.0009,-0.0665,0.0993
1931,10,0.0792,0.001,0.0782,-0.0147,0.0045,0.0292
1931,11,-0.0888,0.0017,-0.0905,0.0519,-0.0605,0.0768
1931,12,-0.1334,0.0012,-0.1346,-0.0052,-0.0896,0.1468
1932,1,-0.0108,0.0023,-0.0131,0.0377,0.1069,-0.1044
1932,2,0.056,0.0023,0.0537,-0.0133,-0.0512,0.0212
1932,3,-0.1087,0.0016,-0.1103,0.0173,-0.01,0.1075
1932,4,-0.1792,0.0011,-0.1803,0.0173,-0.0091,0.0708
1932,5,-0.2075,0.0006,-0.2081,0.0448,-0.0403,0.1305
1932,6,-0.0051,0.0002,-0.0053,-0.0049,0.0549,0.038
1932,7,0.3375,0.0003,0.3372,-0.0595,0.3548,-0.4484
1932,8,0.366,0.0003,0.3657,0.1924,0.2774,-0.5063
1932,9,-0.0309,0.0003,-0.0312,-0.0245,-0.0641,0.0149
1932,10,-0.1312,0.0002,-0.1314,-0.0263,-0.0998,0.0431
1932,11,-0.0557,0.0002,-0.0559,0.014,-0.1226,-0.0285
1932,12,0.0458,0.0001,0.0457,-0.0972,-0.0692,0.05
1933,1,0.0098,0.0001,0.0097,-0.0102,0.0825,-0.0068
1933,2,-0.1503,-0.0003,-0.15,-0.0326,-0.029,0.0448
1933,3,0.034,0.0004,0.0336,0.049,0.0698,0.0301
1933,4,0.3837,0.001,0.3827,0.0569,0.1834,-0.1552
1933,5,0.2119,0.0004,0.2115,0.3904,0.1519,-0.0545
1933,6,0.1344,0.0002,0.1342,0.0846,-0.0272,0.0312
1933,7,-0.0961,0.0002,-0.0963,-0.0041,0.0059,0.0053
1933,8,0.1213,0.0003,0.121,-0.0578,0.0378,0.0723
1933,9,-0.1047,0.0002,-0.1049,0.0025,-0.1345,0.0169
1933,10,-0.0832,0.0001,-0.0833,0.004,-0.0855,-0.0235
1933,11,0.0999,0.0002,0.0997,-0.0685,0.021,0.0601
1933,12,0.02,0.0002,0.0198,0.0067,-0.0141,0.0325
1934,1,0.1298,0.0005,0.1293,0.1117,0.1642,-0.0348
1934,2,-0.0233,0.0002,-0.0235,0.0509,0.0251,-0.0067
1934,3,0.0048,0.0002,0.0046,0.0264,-0.0363,-0.0107
1934,4,-0.0179,0.0001,-0.018,0.0336,-0.0502,-0.0516
1934,5,-0.071,0.0001,-0.0711,0.0018,-0.0712,-0.0334
1934,6,0.0252,0.0001,0.0251,-0.0238,-0.022,-0.0025
1934,7,-0.1082,0.0001,-0.1083,-0.0642,-0.1206,0.0886
1934,8,0.0596,0.0001,0.0595,0.0459,0.0186,0.0298
1934,9,-0.003,0.0001,-0.0031,-0.0151,-0.0032,-0.0012
1934,10,-0.0193,0.0001,-0.0194,0.0126,-0.0463,0.0658
1934,11,0.0841,0.0001,0.084,0.0756,-0.0426,0.0497
1934,12,0.0039,0.0001,0.0038,0.0294,-0.0329,0.0498
1935,1,-0.0328,0.0001,-0.0329,0.0109,-0.0222,0.034
1935,2,-0.0186,0.0002,-0.0188,0.005,-0.0716,0.1357
1935,3,-0.037,0.0001,-0.0371,-0.0377,-0.0482,0.0229
1935,4,0.0892,0.0001,0.0891,-0.0209,0.0509,-0.0479
1935,5,0.0348,0.0001,0.0347,-0.0391,0.0189,-0.0392
1935,6,0.0553,0.0001,0.0552,-0.0554,0.0427,0.0315
1935,7,0.0736,0.0001,0.0735,0.0297,0.0499,-0.0458
1935,8,0.0261,0.0001,0.026,0.0752,0.0514,-0.0835
1935,9,0.0259,0.0001,0.0258,0.0059,-0.0483,0.0866
1935,10,0.0713,0.0001,0.0712,0.023,-0.0043,0.0228
1935,11,0.0519,0.0002,0.0517,0.0566,0.1053,-0.0523
1935,12,0.0461,0.0001,0.046,0.0096,0.0027,0.0358
1936,1,0.0661,0.0001,0.066,0.0643,0.1009,-0.0405
1936,2,0.0257,0.0001,0.0256,0.0077,0.0398,0.0261
1936,3,0.0094,0.0002,0.0092,0.011,-0.0223,0.014
1936,4,-0.0805,0.0002,-0.0807,-0.0681,-0.0218,-0.0775
1936,5,0.0503,0.0002,0.0501,0.0081,0.0269,0.0282
1936,6,0.026,0.0003,0.0257,-0.032,-0.0097,0.0055
1936,7,0.0646,0.0001,0.0645,0.0112,0.0135,0.0336
1936,8,0.0108,0.0002,0.0106,-0.0009,0.0384,0.0057
1936,9,0.0143,0.0001,0.0142,0.0312,-0.0032,0.0087
1936,10,0.0691,0.0002,0.0689,-0.0219,0.0161,0.0141
1936,11,0.0333,0.0001,0.0332,0.0834,-0.0101,0.0211
1936,12,0.0021,0,0.0021,0.0367,0.0496,0.0218
1937,1,0.0325,0.0001,0.0324,0.0421,0.0322,-0.0151
1937,2,0.013,0.0002,0.0128,0.0063,0.0594,0.0341
1937,3,-0.0035,0.0001,-0.0036,-0.0215,0.0705,0.0239
1937,4,-0.0742,0.0003,-0.0745,-0.034,-0.0491,-0.035
1937,5,-0.0086,0.0006,-0.0092,-0.0074,-0.0317,0.0069
1937,6,-0.0416,0.0003,-0.0419,-0.0305,-0.0356,0.0128
1937,7,0.0889,0.0003,0.0886,0.0117,0.0015,-0.0034
1937,8,-0.0486,0.0002,-0.0488,0.0051,-0.0199,-0.0155
1937,9,-0.1354,0.0004,-0.1358,-0.0676,-0.0454,-0.0688
1937,10,-0.0947,0.0002,-0.0949,0.0051,-0.0153,-0.0127
1937,11,-0.0837,0.0002,-0.0839,-0.0324,0.0022,0.002
1937,12,-0.0401,0,-0.0401,-0.078,-0.0085,0.0425
1938,1,0.0076,0,0.0076,0.0519,-0.0222,-0.0082
1938,2,0.0579,0,0.0579,0.006,-0.0196,-0.03
1938,3,-0.2371,-0.0001,-0.237,-0.0356,-0.0441,0.1611
1938,4,0.1456,0.0001,0.1455,0.0658,-0.0035,-0.0906
1938,5,-0.0392,0,-0.0392,-0.0238,-0.0042,0.0671
1938,6,0.2361,0,0.2361,0.0353,0.0211,-0.2425
1938,7,0.0719,-0.0001,0.072,0.0672,0.0078,-0.0527
1938,8,-0.0272,0,-0.0272,-0.0246,-0.0426,0.036
1938,9,0.0086,0.0002,0.0084,-0.0253,-0.0126,0.0235
1938,10,0.0778,0.0001,0.0777,0.0662,0.0398,-0.0771
1938,11,-0.0183,-0.0006,-0.0177,-0.0242,-0.0076,0.0348
1938,12,0.041,0,0.041,-0.0185,0.0077,0.0177
1939,1,-0.0596,-0.0001,-0.0595,-0.0143,-0.0352,-0.0307
1939,2,0.0349,0.0001,0.0348,0.0031,0.0323,0.033
1939,3,-0.1192,-0.0001,-0.1191,-0.0541,-0.0831,-0.0147
1939,4,-0.0023,0,-0.0023,0.0197,0.0029,0.0297
1939,5,0.0687,0.0001,0.0686,0.0387,-0.0008,0.0396
1939,6,-0.0528,0.0001,-0.0529,-0.0168,-0.0554,0.0151
1939,7,0.1018,0,0.1018,0.0462,0.0055,-0.0036
1939,8,-0.0661,-0.0001,-0.066,-0.045,-0.0299,0.0558
1939,9,0.1596,0.0001,0.1595,0.1877,0.2327,-0.3056
1939,10,-0.0038,0,-0.0038,0.0026,-0.0466,0.0656
1939,11,-0.0368,0,-0.0368,-0.0443,-0.0654,-0.0006
1939,12,0.0303,0,0.0303,0.0067,-0.0384,0.0514
1940,1,-0.024,0,-0.024,0.0021,-0.0075,0.0162
1940,2,0.0137,0,0.0137,0.0232,-0.0044,0.0174
1940,3,0.0189,0,0.0189,0.0163,-0.0112,-0.0017
1940,4,0.0012,0,0.0012,0.0357,-0.0028,0.0334
1940,5,-0.2203,-0.0002,-0.2201,-0.0621,-0.0404,0.03
1940,6,0.0667,0,0.0667,-0.0234,0.048,-0.0237
1940,7,0.0322,0.0001,0.0321,0.0087,-0.0057,0.0059
1940,8,0.024,-0.0001,0.0241,0.0019,0.0047,-0.0187
1940,9,0.023,0,0.023,0.0339,-0.017,-0.003
1940,10,0.0297,0,0.0297,-0.0017,0.0543,-0.0596
1940,11,-0.0163,0,-0.0163,0.0206,0.0049,0.0157
1940,12,0.0068,0,0.0068,-0.0241,-0.0131,0.0331
1941,1,-0.0405,-0.0001,-0.0404,0.0085,0.0322,-0.0448
1941,2,-0.0148,-0.0001,-0.0147,-0.0121,0.0105,0.0083
1941,3,0.0096,0.0001,0.0095,0.0012,0.0295,0.0208
1941,4,-0.0531,-0.0001,-0.053,-0.0169,0.0343,0.03
1941,5,0.0139,0,0.0139,-0.0083,0.0052,0.0274
1941,6,0.0587,0,0.0587,0.0147,0.0066,-0.0068
1941,7,0.0595,0.0003,0.0592,0.0574,0.0725,-0.0243
1941,8,-0.0005,0.0001,-0.0006,-0.0016,-0.012,0.0027
1941,9,-0.0075,0.0001,-0.0076,-0.0143,0.0028,-0.0164
1941,10,-0.0518,0,-0.0518,-0.021,0.0131,0.0534
1941,11,-0.0194,0,-0.0194,-0.0105,-0.0064,0.0392
1941,12,-0.0467,0.0001,-0.0468,-0.0333,-0.0504,0.0034
1942,1,0.0072,0.0002,0.007,0.0751,0.0993,-0.0372
1942,2,-0.0241,0.0001,-0.0242,0.0169,-0.0106,-0.0085
1942,3,-0.0657,0.0001,-0.0658,0.0229,-0.0122,-0.0059
1942,4,-0.0431,0.0001,-0.0432,-0.0103,0.0187,-0.0055
1942,5,0.061,0.0003,0.0607,-0.0303,-0.0297,-0.0482
1942,6,0.0255,0.0002,0.0253,-0.009,0.0025,-0.0152
1942,7,0.0349,0.0003,0.0346,-0.0033,0.0256,0.0086
1942,8,0.0187,0.0003,0.0184,-0.0039,0.0194,-0.0013
1942,9,0.0263,0.0003,0.026,0.0014,0.034,-0.0009
1942,10,0.0677,0.0003,0.0674,0.0139,0.0668,-0.0366
1942,11,0.0025,0.0003,0.0022,-0.0077,-0.0535,-0.0108
1942,12,0.0504,0.0003,0.0501,-0.0209,0.0078,0.0333
1943,1,0.0733,0.0003,0.073,0.0834,0.0766,-0.0035
1943,2,0.0599,0.0003,0.0596,0.0447,0.0641,-0.0189
1943,3,0.0621,0.0003,0.0618,0.0466,0.0552,0.0449
1943,4,0.0069,0.0003,0.0066,0.0192,0.0636,0.0647
1943,5,0.0572,0.0003,0.0569,0.042,0.0313,0.053
1943,6,0.0169,0.0003,0.0166,-0.0063,-0.0095,-0.0143
1943,7,-0.0462,0.0003,-0.0465,-0.0268,-0.0247,-0.0465
1943,8,0.013,0.0003,0.0127,-0.008,-0.0088,0.0052
1943,9,0.0245,0.0003,0.0242,0.0131,0.0135,0.0193
1943,10,-0.0122,0.0003,-0.0125,0.009,0.0133,-0.0012
1943,11,-0.0585,0.0003,-0.0588,-0.0158,-0.0487,-0.0477
1943,12,0.0636,0.0003,0.0633,0.0329,0.0313,0.062
1944,1,0.0181,0.0003,0.0178,0.0251,0.0275,0.0067
1944,2,0.0037,0.0003,0.0034,-0.0028,0.0074,0.0039
1944,3,0.0244,0.0002,0.0242,0.0186,0.0305,0.028
1944,4,-0.0163,0.0003,-0.0166,-0.0141,-0.0097,0.0048
1944,5,0.051,0.0003,0.0507,0.0149,0.0131,0.0203
1944,6,0.0562,0.0003,0.0559,0.0412,0.0254,-0.0512
1944,7,-0.0152,0.0003,-0.0155,0.0073,-0.0062,0.0012
1944,8,0.0159,0.0003,0.0156,0.0211,-0.013,0.0462
1944,9,0.0002,0.0002,0,0.0058,-0.0097,-0.0139
1944,10,0.0025,0.0003,0.0022,-0.0024,-0.0024,-0.0133
1944,11,0.0165,0.0003,0.0162,0.0046,0.0174,0.0147
1944,12,0.0412,0.0002,0.041,0.0161,0.0663,0.0326
1945,1,0.0192,0.0003,0.0189,0.0285,0.0062,0.0005
1945,2,0.0643,0.0002,0.0641,0.0154,0.0433,0.0299
1945,3,-0.0387,0.0002,-0.0389,-0.018,-0.0158,-0.0305
1945,4,0.0775,0.0003,0.0772,0.0022,0.0398,0.0424
1945,5,0.0186,0.0003,0.0183,0.0131,0.0116,0.0003
1945,6,0.0034,0.0002,0.0032,0.0295,0.0442,0.0402
1945,7,-0.0221,0.0003,-0.0224,-0.0168,-0.0252,-0.0242
1945,8,0.0611,0.0003,0.0608,0.0149,-0.0432,-0.0193
1945,9,0.0481,0.0003,0.0478,0.0194,0.0026,0.0135
1945,10,0.039,0.0003,0.0387,0.0246,0.0168,0.0008
1945,11,0.0545,0.0002,0.0543,0.0382,0.0443,0.042
1945,12,0.0118,0.0003,0.0115,0.0266,-0.0209,0.0142
1946,1,0.0633,0.0003,0.063,0.0402,0.0189,0.0397
1946,2,-0.0579,0.0003,-0.0582,-0.0077,-0.0137,-0.0181
1946,3,0.0587,0.0003,0.0584,0.003,-0.008,0.0245
1946,4,0.0429,0.0003,0.0426,0.0221,-0.0022,0.0258
1946,5,0.0399,0.0003,0.0396,0.0147,0.0174,-0.0055
1946,6,-0.0391,0.0003,-0.0394,-0.0153,0.0001,-0.0244
1946,7,-0.0255,0.0003,-0.0258,-0.0211,0.0003,-0.0009
1946,8,-0.0639,0.0003,-0.0642,-0.0183,0.0017,-0.0016
1946,9,-0.1002,0.0003,-0.1005,-0.042,-0.0228,0.0111
1946,10,-0.0142,0.0003,-0.0145,-0.0026,0.035,0.0069
1946,11,0.0012,0.0003,0.0009,-0.0046,0.0124,0.0008
1946,12,0.0509,0.0003,0.0506,0.0005,-0.0115,0.0025
1947,1,0.0151,0.0003,0.0148,0.0169,-0.0066,-0.0617
1947,2,-0.0116,0.0003,-0.0119,0.0068,-0.0025,-0.0057
1947,3,-0.0171,0.0003,-0.0174,-0.0168,0.0047,0.0406
1947,4,-0.0479,0.0003,-0.0482,-0.0409,0.0075,0.0482
1947,5,-0.01,0.0003,-0.0103,-0.033,0.0015,0.0331
1947,6,0.0537,0.0003,0.0534,-0.003,-0.0037,-0.0179
1947,7,0.0412,0.0003,0.0409,0.0151,0.0292,-0.0316
1947,8,-0.0175,0.0003,-0.0178,0.0039,0.0013,0.0351
1947,9,-0.0044,0.0006,-0.005,0.0156,0.0147,-0.0006
1947,10,0.0246,0.0006,0.024,0.0057,0.0008,0.0136
1947,11,-0.0183,0.0006,-0.0189,-0.0177,0.0099,0.0437
1947,12,0.0302,0.0008,0.0294,-0.0238,0.0391,0.0357
1948,1,-0.0373,0.0007,-0.038,0.024,0.0115,-0.0417
1948,2,-0.0434,0.0007,-0.0441,-0.0173,0.0001,0.0152
1948,3,0.0828,0.0009,0.0819,0.0015,0.0454,-0.0017
1948,4,0.0378,0.0008,0.037,-0.0166,0.0407,0.0407
1948,5,0.0746,0.0008,0.0738,0.0099,-0.0116,0.0238
1948,6,-0.0002,0.0009,-0.0011,-0.0177,0.0264,0.0399
1948,7,-0.0504,0.0008,-0.0512,-0.0034,0.0011,-0.0154
1948,8,0.0039,0.0009,0.003,-0.011,0.0024,0.0025
1948,9,-0.0295,0.0004,-0.0299,-0.0128,-0.018,-0.0126
1948,10,0.0601,0.0004,0.0597,-0.015,0.0063,0.0276
1948,11,-0.0906,0.0004,-0.091,-0.0062,-0.045,0.0081
1948,12,0.0322,0.0004,0.0318,-0.0278,-0.018,0.0463
1949,1,0.003,0.001,0.002,0.0164,0.0135,-0.0291
1949,2,-0.0295,0.0009,-0.0304,-0.0181,-0.0082,-0.0047
1949,3,0.0415,0.001,0.0405,0.0232,0.0152,-0.0085
1949,4,-0.0179,0.0009,-0.0188,-0.0097,-0.0106,0.0305
1949,5,-0.0274,0.001,-0.0284,-0.0084,-0.0255,0.0317
1949,6,0.0031,0.001,0.0021,-0.0091,-0.0178,-0.0119
1949,7,0.0558,0.0009,0.0549,0.006,0.0043,-0.0154
1949,8,0.0266,0.0009,0.0257,0.002,-0.0041,0.0167
1949,9,0.0318,0.0009,0.0309,0.01,0.0018,-0.0146
1949,10,0.0312,0.0009,0.0303,0.0105,-0.0041,-0.0006
1949,11,0.0188,0.0008,0.018,-0.0096,-0.0088,0.0129
1949,12,0.0521,0.0009,0.0512,0.0209,0.0166,-0.0077
1950,1,0.0173,0.0009,0.0164,0.0336,0.0019,-0.023
1950,2,0.0146,0.0009,0.0137,0.0011,-0.0072,0.0135
1950,3,0.0122,0.001,0.0112,-0.0137,-0.0275,0.0153
1950,4,0.0403,0.0009,0.0394,0.019,0.0138,0.0039
1950,5,0.0437,0.001,0.0427,-0.0206,0.0044,0.0037
1950,6,-0.0579,0.001,-0.0589,-0.0238,-0.0075,-0.0168
1950,7,0.0161,0.001,0.0151,0.0055,0.1347,-0.0043
1950,8,0.0507,0.001,0.0497,0.008,-0.0145,0.0321
1950,9,0.0488,0.001,0.0478,0.0052,-0.0093,-0.0007
1950,10,-0.0011,0.0012,-0.0023,-0.0052,0.0142,0.0142
1950,11,0.0285,0.0011,0.0274,-0.0085,0.0326,0.0367
1950,12,0.0577,0.0011,0.0566,0.015,0.0722,0.049
1951,1,0.0582,0.0013,0.0569,0.0176,0.0379,0.0202
1951,2,0.0144,0.001,0.0134,0.0014,-0.0292,-0.0167
1951,3,-0.0209,0.0011,-0.022,-0.0067,-0.0417,-0.0299
1951,4,0.0496,0.0013,0.0483,-0.0146,0.0329,0.0603
1951,5,-0.0226,0.0012,-0.0238,0.0005,-0.0138,-0.0088
1951,6,-0.0253,0.0012,-0.0265,-0.0197,-0.0399,-0.0242
1951,7,0.0712,0.0013,0.0699,-0.0187,0.0195,0.0729
1951,8,0.0451,0.0013,0.0438,0.0084,0.0021,0.0089
1951,9,0.0092,0.0012,0.008,0.02,0.0072,0.0049
1951,10,-0.0224,0.0016,-0.024,-0.0041,0.0011,-0.0033
1951,11,0.0059,0.0011,0.0048,-0.0031,0.0038,0.0067
1951,12,0.0349,0.0012,0.0337,-0.0205,-0.0191,0.0172
1952,1,0.0169,0.0015,0.0154,-0.0074,0.0187,0.014
1952,2,-0.025,0.0012,-0.0262,0.0067,-0.0026,-0.0076
1952,3,0.0456,0.0011,0.0445,-0.0298,0.0226,0.0162
1952,4,-0.0489,0.0012,-0.0501,0.0039,0.0026,-0.021
1952,5,0.0329,0.0013,0.0316,-0.0105,0.0015,0.005
1952,6,0.0393,0.0015,0.0378,-0.016,0.0119,0.0151
1952,7,0.0115,0.0015,0.01,-0.0032,-0.0035,-0.0051
1952,8,-0.0066,0.0015,-0.0081,0.0116,-0.0012,0.0031
1952,9,-0.019,0.0016,-0.0206,0.0123,-0.0164,0.0176
1952,10,-0.0055,0.0014,-0.0069,-0.011,-0.003,0.0275
1952,11,0.0588,0.001,0.0578,-0.0063,0.0108,0.0047
1952,12,0.0312,0.0016,0.0296,-0.0141,0.0018,0.0152
1953,1,-0.0013,0.0016,-0.0029,0.035,0.0125,0.007
1953,2,-0.0017,0.0014,-0.0031,0.022,-0.001,0.0087
1953,3,-0.0134,0.0018,-0.0152,-0.0001,-0.0101,0.001
1953,4,-0.0275,0.0016,-0.0291,0.0031,0.0148,0.0186
1953,5,0.0071,0.0017,0.0054,-0.0008,0.0014,0.0094
1953,6,-0.0167,0.0018,-0.0185,-0.0175,-0.0049,-0.0002
1953,7,0.0253,0.0015,0.0238,-0.01,-0.0037,-0.0025
1953,8,-0.0441,0.0017,-0.0458,0.0042,-0.0362,0.0219
1953,9,0.0031,0.0016,0.0015,-0.0077,-0.0259,0.0288
1953,10,0.0471,0.0013,0.0458,-0.0137,0.0008,0.0029
1953,11,0.0283,0.0008,0.0275,-0.0122,-0.0035,0.019
