year,month,Market retrun,Risk-Free Return,Excess Return,Small-Minus-Big,High-Minus-Low,Momentum Factor
1981,7,-0.0031,0.0124,-0.0155,-0.0214,-0.0061,-0.0247
1981,8,-0.0563,0.0128,-0.0691,-0.0196,0.0478,-0.011
1981,9,-0.0638,0.0124,-0.0762,-0.0264,0.0522,0.0204
1981,10,0.0602,0.0121,0.0481,0.022,-0.042,0.041
1981,11,0.0459,0.0107,0.0352,-0.0104,0.0187,-0.0028
1981,12,-0.0281,0.0087,-0.0368,0.0121,0.0079,0.0133
1982,1,-0.0262,0.008,-0.0342,-0.0119,0.0312,0.017
1982,2,-0.0511,0.0092,-0.0603,0.0049,0.06,0.0488
1982,3,-0.0101,0.0098,-0.0199,-0.0018,0.039,0.0293
1982,4,0.0433,0.0113,0.032,0.0155,-0.0275,-0.0043
1982,5,-0.0282,0.0106,-0.0388,0.0053,0.0185,0.0252
1982,6,-0.0239,0.0096,-0.0335,-0.0037,0.0154,0.0501
1982,7,-0.0205,0.0105,-0.031,0.0094,0.0024,0.0442
1982,8,0.119,0.0076,0.1114,-0.0418,0.0114,-0.0351
1982,9,0.0168,0.0051,0.0117,0.0296,0.0041,0.0421
1982,10,0.1186,0.0059,0.1127,0.023,-0.0373,0.0001
1982,11,0.0519,0.0063,0.0456,0.0478,-0.0191,0.0592
1982,12,0.0145,0.0067,0.0078,-0.0018,0.0004,0.0005
1983,1,0.0419,0.0069,0.035,0.0269,-0.0091,-0.0172
1983,2,0.0302,0.0062,0.024,0.0326,0.0072,0.038
1983,3,0.0347,0.0063,0.0284,0.0179,0.0206,0.0092
1983,4,0.0742,0.0071,0.0671,0.0048,0.0057,0.0179
1983,5,0.0132,0.0069,0.0063,0.0615,-0.0147,-0.0158
1983,6,0.0378,0.0067,0.0311,0.0096,-0.0386,0.0178
1983,7,-0.0316,0.0074,-0.039,0.0153,0.0563,-0.0313
1983,8,0.0035,0.0076,-0.0041,-0.0433,0.0549,-0.0544
1983,9,0.0161,0.0076,0.0085,0.0057,0.0104,-0.0009
1983,10,-0.028,0.0076,-0.0356,-0.036,0.0498,-0.0454
1983,11,0.0296,0.007,0.0226,0.0198,-0.0069,-0.0017
1983,12,-0.0105,0.0073,-0.0178,-0.0028,0.0169,0.0081
1984,1,-0.013,0.0076,-0.0206,-0.0041,0.0758,-0.0247
1984,2,-0.0391,0.0071,-0.0462,-0.0166,0.0334,0.002
1984,3,0.0134,0.0073,0.0061,0.0012,0.005,0.0104
1984,4,0.0025,0.0081,-0.0056,-0.0113,0.0131,0.0211
1984,5,-0.0523,0.0078,-0.0601,0.0005,0.0023,0.0165
1984,6,0.0234,0.0075,0.0159,-0.0025,-0.0257,-0.0068
1984,7,-0.0206,0.0082,-0.0288,-0.0232,0.0028,0.0287
1984,8,0.1127,0.0083,0.1044,-0.0021,-0.0177,-0.0564
1984,9,0.0004,0.0086,-0.0082,0.0026,0.0533,0.0369
1984,10,-0.0001,0.01,-0.0101,-0.0121,0.005,0.0321
1984,11,-0.0107,0.0073,-0.018,-0.0066,0.04,0.0167
1984,12,0.0237,0.0064,0.0173,-0.0056,-0.001,0.0151
1985,1,0.0857,0.0065,0.0792,0.0325,-0.0534,-0.0693
1985,2,0.0169,0.0058,0.0111,0.0081,-0.0014,0.0182
1985,3,-0.0017,0.0062,-0.0079,-0.0109,0.0401,0.017
1985,4,-0.0022,0.0072,-0.0094,0.0015,0.0369,0.0303
1985,5,0.0558,0.0066,0.0492,-0.0229,-0.0089,0.0398
1985,6,0.0171,0.0055,0.0116,0.005,0.0044,0.0362
1985,7,-0.0003,0.0062,-0.0065,0.0284,-0.0164,-0.0393
1985,8,-0.0048,0.0055,-0.0103,-0.0036,0.0217,0.0177
1985,9,-0.0398,0.006,-0.0458,-0.0162,0.0121,0.0148
1985,10,0.0444,0.0065,0.0379,-0.0156,0.0068,0.0487
1985,11,0.0692,0.0061,0.0631,0.0017,-0.0288,-0.0046
1985,12,0.0431,0.0065,0.0366,-0.0041,-0.0146,-0.0009
1986,1,0.0098,0.0056,0.0042,0.0116,0.0052,0.0296
1986,2,0.0725,0.0053,0.0672,-0.0051,-0.0064,0.027
1986,3,0.0539,0.006,0.0479,-0.0054,-0.0048,0.0246
1986,4,-0.0079,0.0052,-0.0131,0.0277,-0.0291,-0.005
1986,5,0.0508,0.0049,0.0459,-0.0123,-0.0011,0.0203
1986,6,0.0142,0.0052,0.009,-0.0089,0.0137,0.0514
1986,7,-0.0597,0.0052,-0.0649,-0.0344,0.0473,0.018
1986,8,0.0662,0.0046,0.0616,-0.0418,0.0352,-0.0502
1986,9,-0.079,0.0045,-0.0835,0.0232,0.0323,-0.0586
1986,10,0.0493,0.0046,0.0447,-0.0256,-0.0139,0.0269
1986,11,0.0151,0.0039,0.0112,-0.0196,-0.0014,-0.0031
1986,12,-0.0264,0.0049,-0.0313,0.0007,0.0029,0.0037
1987,1,0.1285,0.0042,0.1243,-0.0171,-0.031,0.0212
1987,2,0.0479,0.0043,0.0436,0.0343,-0.059,-0.0217
1987,3,0.0237,0.0047,0.019,0.0039,0.0163,0.0161
1987,4,-0.017,0.0044,-0.0214,-0.0168,-0.0023,0.0023
1987,5,0.0051,0.0038,0.0013,-0.0046,0.0023,-0.0073
1987,6,0.0437,0.0048,0.0389,-0.021,0.0115,-0.002
1987,7,0.0442,0.0046,0.0396,-0.0063,0.0077,0.0266
1987,8,0.0371,0.0047,0.0324,-0.0081,-0.0102,-0.0087
1987,9,-0.0208,0.0045,-0.0253,0.0056,0.003,0.0071
1987,10,-0.2254,0.006,-0.2314,-0.0838,0.0419,-0.0789
1987,11,-0.0723,0.0035,-0.0758,0.0261,0.0313,-0.0117
1987,12,0.0703,0.0039,0.0664,0.0016,-0.0437,0.0578
1988,1,0.0449,0.0029,0.042,-0.0069,0.0513,-0.0763
1988,2,0.0517,0.0046,0.0471,0.0335,-0.0162,-0.0155
1988,3,-0.0166,0.0044,-0.021,0.0619,0.0078,0.0064
1988,4,0.011,0.0046,0.0064,0.0096,0.0167,0.0228
1988,5,0.0004,0.0051,-0.0047,-0.0267,0.0223,0.0068
1988,6,0.0515,0.0049,0.0466,0.0201,-0.0122,-0.0293
1988,7,-0.0073,0.0051,-0.0124,-0.0018,0.0229,0.0061
1988,8,-0.028,0.0059,-0.0339,0.0011,0.021,0.0031
1988,9,0.0372,0.0062,0.031,-0.013,-0.0074,0.0027
1988,10,0.0176,0.0061,0.0115,-0.0298,0.0161,0.0131
1988,11,-0.0164,0.0057,-0.0221,-0.0176,0.0128,0.0042
1988,12,0.0211,0.0063,0.0148,0.0192,-0.0158,0.0042
1989,1,0.0661,0.0055,0.0606,-0.022,0.0049,-0.0017
1989,2,-0.0164,0.0061,-0.0225,0.0277,0.0088,0.0088
1989,3,0.0215,0.0067,0.0148,0.0074,0.0048,0.0357
1989,4,0.0482,0.0067,0.0415,-0.0053,-0.0137,0.0171
1989,5,0.0393,0.0079,0.0314,-0.0005,-0.0084,0.0155
1989,6,-0.0049,0.0071,-0.012,-0.0099,0.0218,0.0066
1989,7,0.0771,0.007,0.0701,-0.0403,-0.0269,0.0538
1989,8,0.0221,0.0074,0.0147,0.0055,0.0059,-0.0016
1989,9,-0.0015,0.0065,-0.008,0.0035,-0.0126,0.0337
1989,10,-0.0293,0.0068,-0.0361,-0.0319,-0.0104,0.0139
1989,11,0.0178,0.0069,0.0109,-0.0123,-0.0112,0.0257
1989,12,0.0183,0.0061,0.0122,-0.0231,0.0034,0.0278
1990,1,-0.0701,0.0057,-0.0758,-0.0125,0.0083,-0.0327
1990,2,0.0149,0.0057,0.0092,0.0111,0.0067,-0.0054
1990,3,0.0241,0.0064,0.0177,0.0151,-0.0289,0.0166
1990,4,-0.0283,0.0069,-0.0352,-0.0045,-0.0241,0.0242
1990,5,0.0889,0.0068,0.0821,-0.0248,-0.0365,0.0304
1990,6,-0.0042,0.0063,-0.0105,0.0139,-0.0217,0.0242
1990,7,-0.0094,0.0068,-0.0162,-0.032,-0.0007,0.0587
1990,8,-0.0919,0.0066,-0.0985,-0.0353,0.0148,0.0179
1990,9,-0.0538,0.006,-0.0598,-0.0365,0.0066,0.0552
1990,10,-0.0125,0.0068,-0.0193,-0.0554,0.0025,0.0674
1990,11,0.0657,0.0057,0.06,0.0026,-0.0292,-0.0568
1990,12,0.0295,0.006,0.0235,0.0077,-0.0151,0.0015
1991,1,0.0491,0.0052,0.0439,0.0381,-0.0168,-0.0652
1991,2,0.0758,0.0048,0.071,0.039,-0.006,-0.0481
1991,3,0.0289,0.0044,0.0245,0.0392,-0.0118,0.028
1991,4,0.0033,0.0053,-0.002,0.0057,0.014,-0.0237
1991,5,0.0407,0.0047,0.036,-0.0035,-0.006,-0.0012
1991,6,-0.044,0.0042,-0.0482,0.0008,0.0123,0.0046
1991,7,0.0468,0.0049,0.0419,-0.0086,-0.0125,0.0438
1991,8,0.0268,0.0046,0.0222,0.0161,-0.0076,0.0157
1991,9,-0.011,0.0046,-0.0156,0.0168,-0.0103,0.0171
1991,10,0.0178,0.0042,0.0136,0.0082,-0.0041,0.0321
1991,11,-0.0373,0.0039,-0.0412,-0.0056,-0.0178,0.0123
1991,12,0.1068,0.0038,0.103,-0.0235,-0.0392,0.0828
1992,1,-0.0012,0.0034,-0.0046,0.0845,0.046,-0.0244
1992,2,0.0134,0.0028,0.0106,0.0081,0.0635,-0.0064
1992,3,-0.0237,0.0034,-0.0271,-0.0112,0.0368,-0.0032
1992,4,0.0134,0.0032,0.0102,-0.0605,0.0435,-0.0257
1992,5,0.0064,0.0028,0.0036,0.0042,0.0118,0.0009
1992,6,-0.0193,0.0032,-0.0225,-0.0306,0.033,-0.006
1992,7,0.0399,0.0031,0.0368,-0.0039,-0.0055,0.0142
1992,8,-0.0208,0.0026,-0.0234,-0.0007,-0.0103,-0.0054
1992,9,0.0124,0.0026,0.0098,0.0057,-0.002,0.0144
1992,10,0.011,0.0023,0.0087,0.0208,-0.02,0.0271
1992,11,0.0402,0.0023,0.0379,0.0358,-0.0155,-0.0032
1992,12,0.0178,0.0028,0.015,0.0164,0.0252,0.0442
1993,1,0.0126,0.0023,0.0103,0.02,0.0581,0.0483
1993,2,0.0054,0.0022,0.0032,-0.0335,0.0648,0.031
1993,3,0.0251,0.0025,0.0226,0.0032,0.0131,0.037
1993,4,-0.0254,0.0024,-0.0278,-0.0062,0.0272,0.0033
1993,5,0.0296,0.0022,0.0274,0.0201,-0.0343,0.0027
1993,6,0.0054,0.0025,0.0029,-0.0031,0.0259,0.0451
1993,7,-0.0008,0.0024,-0.0032,0.0096,0.0324,0.0321
1993,8,0.0395,0.0025,0.037,0.0028,-0.0036,0.0252
1993,9,0.0006,0.0026,-0.002,0.0311,-0.0041,0.0341
1993,10,0.0181,0.0022,0.0159,0.0145,-0.0162,-0.027
1993,11,-0.0176,0.0025,-0.0201,-0.0151,-0.004,-0.047
1993,12,0.0195,0.0023,0.0172,0.0125,0.006,0.0228
1994,1,0.0315,0.0025,0.029,0.0009,0.021,0
1994,2,-0.0242,0.0021,-0.0263,0.0271,-0.0139,-0.0028
1994,3,-0.0458,0.0027,-0.0485,-0.0089,0.013,-0.0132
1994,4,0.0095,0.0027,0.0068,-0.0085,0.0168,0.0038
1994,5,0.0094,0.0032,0.0062,-0.0202,0.0012,-0.0222
1994,6,-0.0279,0.0031,-0.031,-0.0046,0.0175,-0.0083
1994,7,0.0306,0.0028,0.0278,-0.0179,0.0095,0.0018
1994,8,0.0426,0.0037,0.0389,0.0143,-0.035,0.0154
1994,9,-0.0184,0.0037,-0.0221,0.0271,-0.0178,0.0132
1994,10,0.0145,0.0038,0.0107,-0.0218,-0.0235,0.0147
1994,11,-0.0372,0.0037,-0.0409,-0.0017,-0.0006,-0.0018
1994,12,0.0126,0.0044,0.0082,0.0003,0.0021,0.0352
1995,1,0.0204,0.0042,0.0162,-0.0294,0.0173,-0.0183
1995,2,0.0396,0.004,0.0356,-0.0031,0.0038,-0.0036
1995,3,0.027,0.0046,0.0224,-0.0031,-0.0205,0.0043
1995,4,0.025,0.0044,0.0206,-0.0037,0.0175,0.0182
1995,5,0.034,0.0054,0.0286,-0.022,0.0194,-0.0043
1995,6,0.0312,0.0047,0.0265,0.0306,-0.0297,0.0291
1995,7,0.0408,0.0045,0.0363,0.0217,-0.0221,0.0257
1995,8,0.0093,0.0047,0.0046,0.0183,0.0185,0.0011
1995,9,0.0364,0.0043,0.0321,-0.0201,-0.0092,0.0277
1995,10,-0.0113,0.0047,-0.016,-0.0396,-0.0007,0.0416
1995,11,0.0427,0.0042,0.0385,-0.0086,0.0037,-0.0061
1995,12,0.0152,0.0049,0.0103,0.0042,0.0133,0.0251
1996,1,0.0281,0.0043,0.0238,-0.0246,0.0033,0.0056
1996,2,0.0163,0.0039,0.0124,0.0206,-0.0218,0.0066
1996,3,0.0109,0.0039,0.007,0.0129,0.0128,-0.0188
1996,4,0.0255,0.0046,0.0209,0.0489,-0.0396,-0.009
1996,5,0.0268,0.0042,0.0226,0.0323,-0.0136,0.0161
1996,6,-0.0083,0.004,-0.0123,-0.0366,0.0195,0.0099
1996,7,-0.0538,0.0045,-0.0583,-0.0357,0.0439,-0.0017
1996,8,0.0325,0.0041,0.0284,0.0231,-0.0059,-0.0004
1996,9,0.053,0.0044,0.0486,-0.0079,-0.038,0.027
1996,10,0.0136,0.0042,0.0094,-0.041,0.0486,0.0385
1996,11,0.0655,0.0041,0.0614,-0.0354,0.0021,-0.0239
1996,12,-0.0114,0.0046,-0.016,0.0313,0.0094,0.0057
1997,1,0.0534,0.0045,0.0489,-0.0149,-0.0232,0.0195
1997,2,-0.0011,0.0039,-0.005,-0.0253,0.0476,-0.0204
1997,3,-0.0448,0.0043,-0.0491,-0.0033,0.0389,0.0098
1997,4,0.0423,0.0043,0.038,-0.0514,-0.0102,0.0489
1997,5,0.0716,0.0049,0.0667,0.048,-0.0437,-0.0519
1997,6,0.0441,0.0037,0.0404,0.0152,0.007,0.0258
1997,7,0.0765,0.0043,0.0722,-0.0244,-0.0042,0.0381
1997,8,-0.0363,0.0041,-0.0404,0.0748,0.0103,-0.0252
1997,9,0.0584,0.0044,0.054,0.0268,-0.0028,0.0147
1997,10,-0.0345,0.0042,-0.0387,-0.0086,0.0233,-0.0043
1997,11,0.0305,0.0039,0.0266,-0.0499,0.0101,0.0029
1997,12,0.0178,0.0048,0.013,-0.0233,0.0382,0.0395
1998,1,0.0045,0.0043,0.0002,-0.0101,-0.018,0.0019
1998,2,0.0732,0.0039,0.0693,0.0024,-0.0072,-0.0113
1998,3,0.0513,0.0039,0.0474,-0.0118,0.0163,0.0211
1998,4,0.0109,0.0043,0.0066,0.0043,0.0033,0.0077
1998,5,-0.0258,0.004,-0.0298,-0.0357,0.0434,0.0181
1998,6,0.032,0.0041,0.0279,-0.0321,-0.0185,0.073
1998,7,-0.0233,0.004,-0.0273,-0.0492,-0.0115,0.0374
1998,8,-0.1577,0.0043,-0.162,-0.0571,0.0515,0.0189
1998,9,0.0638,0.0046,0.0592,-0.0017,-0.0389,-0.0064
1998,10,0.0744,0.0032,0.0712,-0.0321,-0.0267,-0.0535
1998,11,0.062,0.0031,0.0589,0.0118,-0.0329,0.0122
1998,12,0.0631,0.0038,0.0593,-0.0035,-0.0488,0.0893
1999,1,0.0383,0.0035,0.0348,0.0068,-0.0545,0.0301
1999,2,-0.0381,0.0035,-0.0416,-0.0575,0.0175,-0.0013
1999,3,0.0379,0.0043,0.0336,-0.0388,-0.0289,-0.0136
1999,4,0.049,0.0037,0.0453,0.0331,0.0243,-0.0912
1999,5,-0.0207,0.0034,-0.0241,0.037,0.0264,-0.0524
1999,6,0.051,0.004,0.047,0.0334,-0.0422,0.0499
1999,7,-0.0306,0.0038,-0.0344,0.0216,0.0061,0.0164
1999,8,-0.01,0.0039,-0.0139,-0.0126,-0.0092,0.0306
1999,9,-0.0229,0.0039,-0.0268,0.033,-0.0312,0.065
1999,10,0.062,0.0039,0.0581,-0.0672,-0.0332,0.0552
1999,11,0.0369,0.0036,0.0333,0.0767,-0.0795,0.0562
1999,12,0.0839,0.0044,0.0795,0.0679,-0.0898,0.1302
2000,1,-0.0398,0.0041,-0.0439,0.0445,0.002,0.0182
2000,2,0.0318,0.0043,0.0275,0.2196,-0.124,0.1839
2000,3,0.0536,0.0047,0.0489,-0.1679,0.0812,-0.0678
2000,4,-0.0595,0.0046,-0.0641,-0.075,0.0905,-0.0848
2000,5,-0.039,0.005,-0.044,-0.0491,0.0393,-0.0913
2000,6,0.0516,0.004,0.0476,0.1377,-0.0986,0.1641
2000,7,-0.0171,0.0048,-0.0219,-0.0276,0.0841,-0.0006
2000,8,0.0758,0.005,0.0708,-0.0097,-0.014,0.0573
2000,9,-0.0511,0.0051,-0.0562,-0.018,0.0694,0.0215
2000,10,-0.0246,0.0056,-0.0302,-0.0365,0.05,-0.0472
2000,11,-0.1025,0.0051,-0.1076,-0.0316,0.1245,-0.0249
2000,12,0.0203,0.005,0.0153,0.0151,0.0627,0.0685
2001,1,0.0395,0.0054,0.0341,0.0698,-0.0573,-0.2506
2001,2,-0.0993,0.0039,-0.1032,-0.0111,0.1385,0.1259
2001,3,-0.0703,0.0044,-0.0747,0.0063,0.0636,0.0839
2001,4,0.0839,0.0039,0.08,0.0025,-0.0462,-0.081
2001,5,0.0106,0.0032,0.0074,0.0295,0.0278,0.0216
2001,6,-0.0175,0.0028,-0.0203,0.0649,-0.0208,0.0029
2001,7,-0.0183,0.003,-0.0213,-0.0418,0.0547,0.0559
2001,8,-0.0591,0.0031,-0.0622,0.0213,0.0336,0.0554
2001,9,-0.0915,0.0028,-0.0943,-0.0649,0.0161,0.1153
2001,10,0.028,0.0022,0.0258,0.0684,-0.0704,-0.0841
2001,11,0.0787,0.0017,0.077,0.004,0.0087,-0.0859
2001,12,0.0178,0.0015,0.0163,0.0508,0.0038,0
2002,1,-0.0161,0.0014,-0.0175,0.0111,0.0353,0.037
2002,2,-0.0217,0.0013,-0.023,-0.0169,0.0394,0.0684
2002,3,0.0447,0.0013,0.0434,0.0435,0.0109,-0.017
2002,4,-0.0496,0.0015,-0.0511,0.0578,0.0423,0.0792
2002,5,-0.0105,0.0014,-0.0119,-0.0369,0.0237,0.0305
2002,6,-0.0702,0.0013,-0.0715,0.035,0.0155,0.0617
2002,7,-0.0811,0.0015,-0.0826,-0.0511,-0.037,0.0341
2002,8,0.008,0.0014,0.0066,-0.0217,0.0215,0.0168
2002,9,-0.1,0.0014,-0.1014,0.0273,0.0113,0.0909
2002,10,0.075,0.0014,0.0736,-0.0299,-0.0657,-0.0517
2002,11,0.0613,0.0012,0.0601,0.0316,-0.0152,-0.1626
2002,12,-0.0533,0.0011,-0.0544,-0.0054,0.0385,0.0963
2003,1,-0.0234,0.001,-0.0244,0.0137,-0.0084,0.0153
2003,2,-0.0154,0.0009,-0.0163,-0.0035,-0.0154,0.0129
2003,3,0.0103,0.001,0.0093,0.0088,-0.0171,0.015
2003,4,0.0828,0.001,0.0818,0.0121,-0.0008,-0.0948
2003,5,0.0635,0.0009,0.0626,0.0471,0.0027,-0.1079
2003,6,0.0163,0.001,0.0153,0.0147,0.0064,-0.0106
2003,7,0.0231,0.0007,0.0224,0.0564,-0.0211,-0.0035
2003,8,0.0249,0.0007,0.0242,0.0264,0.0178,-0.0055
2003,9,-0.0091,0.0008,-0.0099,0.0056,0.0099,-0.0007
2003,10,0.0603,0.0007,0.0596,0.0291,0.0175,0.037
2003,11,0.0166,0.0007,0.0159,0.0222,0.0139,0.0163
2003,12,0.0455,0.0008,0.0447,-0.0287,0.0276,-0.0567
2004,1,0.0231,0.0007,0.0224,0.026,0.0166,0.0258
2004,2,0.0155,0.0006,0.0149,-0.012,0.0037,-0.0114
2004,3,-0.0107,0.0009,-0.0116,0.0185,-0.0001,0.002
2004,4,-0.0242,0.0008,-0.025,-0.0253,-0.0169,-0.0533
2004,5,0.0141,0.0006,0.0135,-0.0012,-0.0031,0.0164
2004,6,0.0216,0.0008,0.0208,0.0225,0.0172,0.0208
2004,7,-0.0377,0.001,-0.0387,-0.0382,0.0442,-0.0232
2004,8,0.0027,0.0011,0.0016,-0.0156,0.0113,-0.0154
2004,9,0.0206,0.0011,0.0195,0.0282,0.004,0.0528
2004,10,0.0178,0.0011,0.0167,0.0049,-0.0095,-0.0154
2004,11,0.0482,0.0015,0.0467,0.0411,0.0196,0.0324
2004,12,0.0352,0.0016,0.0336,0.0018,-0.0035,-0.0282
2005,1,-0.0266,0.0016,-0.0282,-0.0167,0.0252,0.0312
2005,2,0.0227,0.0016,0.0211,-0.0076,0.0285,0.0319
2005,3,-0.0169,0.0021,-0.019,-0.0137,0.0171,0.0093
2005,4,-0.0252,0.0021,-0.0273,-0.0395,-0.0049,-0.0084
2005,5,0.0379,0.0024,0.0355,0.0301,-0.0116,0.0046
2005,6,0.0115,0.0023,0.0092,0.0258,0.0284,0.021
2005,7,0.0433,0.0024,0.0409,0.0277,-0.0047,0.0008
2005,8,-0.0059,0.003,-0.0089,-0.0088,0.0144,0.0224
2005,9,0.0106,0.0029,0.0077,-0.0065,0.0123,0.0351
2005,10,-0.0208,0.0027,-0.0235,-0.0105,-0.0074,-0.0137
2005,11,0.0404,0.0031,0.0373,0.0099,-0.0175,0.0039
2005,12,0.0035,0.0032,0.0003,-0.0047,0.0051,0.0077
2006,1,0.0401,0.0035,0.0366,0.0533,0.0118,0.0276
2006,2,-0.0016,0.0034,-0.005,-0.0031,-0.0076,-0.0181
2006,3,0.0191,0.0037,0.0154,0.0351,0.0004,0.0122
2006,4,0.013,0.0036,0.0094,-0.0122,0.0307,0.0065
2006,5,-0.031,0.0043,-0.0353,-0.03,0.0275,-0.0366
2006,6,-0.0004,0.004,-0.0044,-0.0047,0.0151,0.0152
2006,7,-0.0019,0.004,-0.0059,-0.039,0.0325,-0.0224
2006,8,0.0251,0.0042,0.0209,0.008,-0.0166,-0.0348
2006,9,0.0195,0.0041,0.0154,-0.0121,-0.0049,-0.0098
2006,10,0.0371,0.0041,0.033,0.0168,0.0049,-0.0018
2006,11,0.0237,0.0042,0.0195,0.007,0.0039,-0.01
2006,12,0.0108,0.004,0.0068,-0.0093,0.0256,0.0081
2007,1,0.0194,0.0044,0.015,0.0002,0,0.0022
2007,2,-0.014,0.0038,-0.0178,0.0138,0.0032,-0.0132
2007,3,0.0129,0.0043,0.0086,-0.002,0.0031,0.0248
2007,4,0.0399,0.0044,0.0355,-0.0206,-0.0108,-0.0014
2007,5,0.0389,0.0041,0.0348,-0.0005,-0.0023,-0.0033
2007,6,-0.0148,0.004,-0.0188,0.0069,-0.0107,0.004
2007,7,-0.0318,0.004,-0.0358,-0.0274,-0.0301,0.028
2007,8,0.0116,0.0042,0.0074,-0.0009,-0.0242,0.0014
2007,9,0.0409,0.0032,0.0377,-0.0247,-0.021,0.0464
2007,10,0.0258,0.0032,0.0226,0.0007,-0.0197,0.0486
2007,11,-0.0493,0.0034,-0.0527,-0.0272,-0.0088,0.0093
2007,12,-0.0043,0.0027,-0.007,0.0006,-0.0002,0.0648
2008,1,-0.0623,0.0021,-0.0644,-0.0076,0.0313,-0.0789
2008,2,-0.022,0.0013,-0.0233,-0.0067,0.0004,0.0623
2008,3,-0.0105,0.0017,-0.0122,0.0087,0.0026,0.0412
2008,4,0.0511,0.0017,0.0494,-0.016,0.0008,-0.0038
2008,5,0.0238,0.0017,0.0221,0.028,-0.003,0.0319
2008,6,-0.0786,0.0017,-0.0803,0.0091,-0.0093,0.1245
2008,7,-0.0131,0.0015,-0.0146,0.0389,0.0357,-0.0511
2008,8,0.011,0.0012,0.0098,0.0366,0.0165,-0.0382
2008,9,-0.0981,0.0015,-0.0996,-0.002,0.0437,0.0036
2008,10,-0.1847,0.0008,-0.1855,-0.0205,-0.0314,0.0791
2008,11,-0.0852,0.0002,-0.0854,-0.0346,-0.0509,0.0719
2008,12,0.0215,0.0009,0.0206,0.0404,-0.012,-0.0504
2009,1,-0.0774,0,-0.0774,-0.0101,-0.0995,-0.0196
